,nvplay_name,name,cricinfo_id
45,MJ Siddique,Junaid Siddique,1203754.0
46,CR Woakes,Chris Woakes,247235.0
47,M Nabi,Mohammad Nabi,25913.0
48,DJ Malan,Dawid Malan,236489.0
49,E Lewis,Evin Lewis,431901.0
50,Tom Kohler Cadmore,Tom Kohler-Cadmore,470633.0
51,NM Ul-Haq,Naveen-ul-Haq,793447.0
52,Andre Fletcher,Andre Fletcher,51862.0
53,KP Meiyappan,Karthik Meiyappan,1058987.0
54,M Waseem,Muhammad Waseem,1241277.0
55,W Smeed,Will Smeed,1099224.0
56,N Zadran,Najibullah Zadran,524049.0
57,DJ Bravo,Dwayne Bravo,51439.0
58,Z Khan,Zaman Khan,1272475.0
59,KA Pollard,Kieron Pollard,230559.0
60,N Pooran,Nicholas Pooran,604302.0
61,SO Hetmyer,Shimron Hetmyer,670025.0
62,D Wiese,David Wiese,221140.0
63,SE Rutherford,Sherfane Rutherford,914541.0
64,SW Billings,Sam Billings,297628.0
65,T Mills,Tymal Mills,459257.0
66,AD Hales,Alex Hales,249866.0
67,C Munro,Colin Munro,232359.0
68,OJD Pope,Ollie Pope,887207.0
69,MG Erasmus,Gerhard Erasmus,519070.0
70,R Ahmed,Rehan Ahmed,1263691.0
71,JM Vince,James Vince,296597.0
72,Matiullah Khan,Matiullah Khan,1241201.0
73,R Mustafa,Rohan Mustafa,307808.0
74,MD Shanaka,Dasun Shanaka,437316.0
75,Hazrat Luqman,Hazrat Luqman,1241269.0
76,PI Walter,Paul Walter,909225.0
77,NL Ahmad,Noor Ahmad,1182529.0
78,Alishan Sharafu,Alishan Sharafu,1161038.0
79,KIC Asalanka,Charith Asalanka,784367.0
80,DM de Silva,Dhananjaya de Silva,465793.0
81,Kennar Lewis,Kennar Lewis,537319.0
82,Raja Akifullah,Akif Raja,681067.0
83,M Ur Rahman,Mujeeb Ur Rahman,974109.0
84,C Karunaratne,Chamika Karunaratne,623695.0
85,FA Allen,Fabian Allen,670013.0
86,LA Dawson,Liam Dawson,211855.0
87,C Lynn,Chris Lynn,326637.0
88,Chirag Suri,Chirag Suri,534734.0
89,CJ Jordan,Chris Jordan,288992.0
90,TK Curran,Tom Curran,550235.0
91,L Kumara,Lahiru Kumara,784375.0
92,D Lawrence,Dan Lawrence,641423.0
93,RA Reifer,Raymon Reifer,450101.0
94,T Banton,Tom Banton,877051.0
95,Samit Patel,Samit Patel,18632.0
96,SM Sharma,Sanchit Sharma,1199670.0
97,AA Khan,Aayan Afzal Khan,1241265.0
98,RJ Gleeson,Richard Gleeson,473191.0
99,V Aravind,Vriitya Aravind,1178586.0
100,BTJ Wheal,Brad Wheal,807535.0
101,H Zazai,Hazratullah Zazai,793457.0
102,AA Naseer,Ali Naseer,1212829.0
103,JT Ball,Jake Ball,414990.0
104,SS Cottrell,Sheldon Cottrell,495551.0
105,Gus Atkinson,Gus Atkinson,1039481.0
106,J Clarke,Joe Clarke,571911.0
107,Adam Hose,Adam Hose,525992.0
108,MP Stoinis,Marcus Stoinis,325012.0
109,PW Hasaranga,Wanindu Hasaranga,784379.0
110,MRJ Watt,Mark Watt,659081.0
111,M Pathirana,Matheesha Pathirana,1194795.0
112,Shiraz Ahmed,Shiraz Ahmed,1206625.0
113,DR Mousley,Dan Mousley,1172968.0
114,Benny Howell,Benny Howell,211748.0
115,L Wood,Luke Wood,573170.0
116,Niroshan Dickwella,Niroshan Dickwella,429754.0
117,HG Munsey,George Munsey,671805.0
