,nvplay_name,name,cricinfo_id
148,S Al Hasan,Shakib Al Hasan,56143.0
149,Afif Dhrubo Hossain,Afif Hossain,935995.0
150,SSJ Brooks,Shamarh Brooks,230555.0
151,M Rahman,Mustafizur Rahman,330902.0
152,LK Das,Litton Das,536936.0
153,M Mahmudullah,Mahmudullah,56025.0
154,MS Hossain,Mosaddek Hossain,550133.0
155,S Islam,Shoriful Islam,990039.0
156,Matthew Parkinson,Matt Parkinson,653695.0
157,DJ Malan,Dawid Malan,236489.0
158,SM Curran,Sam Curran,662973.0
159,BS Kumar,Bhuvneshwar Kumar,326016.0
160,A Singh,Arshdeep Singh,1125976.0
161,AM Haque Bijoy,Anamul Haque,380354.0
162,JC Buttler,Jos Buttler,308967.0
163,DJ Willey,David Willey,308251.0
164,RJ Gleeson,Richard Gleeson,473191.0
165,A Khan,Avesh Khan,694211.0
166,R Bishnoi,Ravi Bishnoi,1175441.0
167,U Malik,Umran Malik,1246528.0
168,A Balbirnie,Andy Balbirnie,303423.0
169,Dane Cleaver,Dane Cleaver,440517.0
170,LJ Tucker,Lorcan Tucker,928057.0
171,IS Sodhi,Ish Sodhi,559066.0
172,MJ Santner,Mitchell Santner,502714.0
173,PR Stirling,Paul Stirling,303427.0
174,MG Bracewell,Michael Bracewell,326968.0
175,GJ Delany,Gareth Delany,1099379.0
176,DJ Mitchell,Daryl Mitchell,381743.0
177,MR Adair,Mark Adair,526441.0
178,BJ McCarthy,Barry McCarthy,348059.0
179,CA Young,Craig Young,364343.0
180,HT Tector,Harry Tector,961407.0
181,JA Duffy,Jacob Duffy,547766.0
182,GH Dockrell,George Dockrell,348034.0
183,C Campher,Curtis Campher,595921.0
184,JB Little,Josh Little,928067.0
185,JDS Neesham,James Neesham,355269.0
186,MJ Guptill,Martin Guptill,226492.0
187,GD Phillips,Glenn Phillips,823509.0
188,FH Allen,Finn Allen,959759.0
189,BM Tickner,Blair Tickner,854909.0
190,AL Phehlukwayo,Andile Phehlukwayo,540316.0
191,JM Bairstow,Jonny Bairstow,297433.0
192,RR Rossouw,Rilee Rossouw,318845.0
193,T Stubbs,Tristan Stubbs,595978.0
194,SO Hetmyer,Shimron Hetmyer,670025.0
195,KMA Paul,Keemo Paul,677081.0
196,AS Joseph,Alzarri Joseph,670031.0
197,R Ashwin,Ravichandran Ashwin,26421.0
198,R Ngarava,Richard Ngarava,806241.0
199,SC Williams,Sean Williams,55870.0
200,Munim Shahriar,Munim Shahriar,549950.0
201,NH Shanto,Najmul Hossain Shanto,629058.0
202,TL Chivanga,Tanaka Chivanga,1059122.0
203,AK Markram,Aiden Markram,600498.0
204,WP Masakadza,Wellington Masakadza,571703.0
205,DC Thomas,Devon Thomas,248920.0
206,PMH Emon,Parvez Hossain Emon,1139511.0
207,H Mahmud,Hasan Mahmud,926629.0
208,Nasum Ahmed,Nasum Ahmed,348049.0
209,VM Nyauchi,Victor Nyauchi,453277.0
210,B Evans,Brad Evans,696127.0
211,J Masara,John Masara,722313.0
212,OC McCoy,Obed McCoy,906783.0
213,DP Conway,Devon Conway,379140.0
214,KS Williamson,Kane Williamson,277906.0
215,E Khan,Ehsan Khan,40082.0
216,Amjad Mahboob,Amjad Mahboob,554068.0
217,M Ghazanfar,Mohammad Ghazanfar,633428.0
218,Rohan Rangarajan,Rohan Rangarajan,775015.0
219,Aryaman Uchil,Aryaman Sunil,1048891.0
220,Rezza Gaznavi,Rezza Gaznavi,307775.0
221,Aritra Dutta,Aritra Dutta,772311.0
222,Surendran Chandramohan,Surendran Chandramohan,1098903.0
223,Manpreet Singh,Manpreet Singh,1062606.0
224,Avi Dixit,Avi Dixit,1048897.0
225,HM Arshad,Haroon Arshad,1068983.0
226,SS McKechnie,Scott McKechnie,459752.0
227,Janak Prakash,Janak Prakash,973799.0
228,Zeshan Ali,Zeeshan Ali,386302.0
229,Zeeshan Ali,Zeeshan Ali,386302.0
230,Ateeq Rehman,Ateeq Iqbal,1199892.0
231,Manpreet Singh,Manpreet Singh,1156688.0
232,KD Shah,Kinchit Shah,401537.0
233,Y Murtaza,Yasim Murtaza,233904.0
234,B Hayat,Babar Hayat,539304.0
235,N Khan,Nizakat Khan,350629.0
236,Zawar Farid,Zawar Farid,1196500.0
237,Ravija Sandaruwan,Ravija Sandaruwan,429809.0
238,Mohammed NM Aslam,Mohammed Aslam,359649.0
239,Sayed Monib,Sayed Monib,1217359.0
240,Yasin Patel,Yasin Patel,1328735.0
241,Z Khan,Zaman Khan,1272475.0
242,Ahmed Raza,Ahmed Raza,245490.0
243,Shiraz Khan,Shiraz Khan,1192940.0
244,Mohamed Shafeeq,Mohamed Shafeeq,1328736.0
245,Meet Bhavsar,Meet Bhavsar,1167770.0
246,Chirag Suri,Chirag Suri,534734.0
247,Usman Patel,Usman Patel,1217288.0
248,R Mustafa,Rohan Mustafa,307808.0
249,Adnan Idrees,Adnan Idrees,307817.0
250,Bilal Tahir,Bilal Tahir,796255.0
251,M Waseem,Muhammad Waseem,1241277.0
252,B Hameed,Basil Hameed,1209110.0
253,V Aravind,Vriitya Aravind,1178586.0
254,Edson D Silva,Edson Silva,1284531.0
255,Adwitya Bhargava,Adwitya Bhargava,1329941.0
256,VM Baskaran,Vinoth Baskaran,1195245.0
257,Sultan Ahmed,Sultan Ahmed,42876.0
258,Akshay Puri,Akshay Puri,1321991.0
259,Sultan Ahmed,Sultan Ahmed,873769.0
260,KP Meiyappan,Karthik Meiyappan,1058987.0
261,CP Rizwaan,Chundangapoyil Rizwan,474760.0
262,A Desai,Aman Desai,1048907.0
263,MJ Siddique,Junaid Siddique,1203754.0
264,Sabir Ali,Sabir Ali,1328438.0
265,Aryan Lakra,Aryan Lakra,1058989.0
266,Kashif Daud,Kashif Daud,229225.0
267,Kashif Daud,Kashif Daud,229225.0
268,Kashif Daud,Kashif Daud,229225.0
269,Kashif Daud,Kashif Daud,229225.0
270,NM Ul-Haq,Naveen-ul-Haq,793447.0
271,M Pathirana,Matheesha Pathirana,1194795.0
272,Dilshan Madushanka,Dilshan Madushanka,793007.0
273,I Zadran,Ibrahim Zadran,921509.0
274,S Dahani,Shahnawaz Dahani,1203995.0
275,KL Rahul,KL Rahul,422108.0
276,M Nawaz,Mohammad Nawaz,348148.0
277,Shadab Khan,Shadab Khan,922943.0
278,H Rauf,Haris Rauf,1161606.0
279,N Shah,Naseem Shah,1158088.0
280,MS Naim,Mohammad Naim,990081.0
281,MM Rahim,Mushfiqur Rahim,56029.0
282,T Ahmed,Taskin Ahmed,538506.0
283,SM Rahman,Sabbir Rahman,373538.0
284,AM Fernando,Asitha Fernando,786925.0
285,EC Hossain,Ebadot Hossain,932355.0
286,MH Miraz,Mehidy Hasan Miraz,629063.0
287,A Shukla,Ayush Shukla,1167779.0
288,M Ur Rahman,Mujeeb Ur Rahman,974109.0
289,FA Malik,Fareed Ahmad,568136.0
290,PL Madushan,Pramod Madushan,826689.0
291,M Hasnain,Mohammad Hasnain,1158100.0
292,DM de Silva,Dhananjaya de Silva,465793.0
293,AD Hales,Alex Hales,249866.0
294,L Wood,Luke Wood,573170.0
295,BM Duckett,Ben Duckett,521637.0
296,S Masood,Shan Masood,233901.0
297,TH David,Tim David,892749.0
298,WG Jacks,Will Jacks,897549.0
299,MA Wood,Mark Wood,351588.0
300,OP Stone,Olly Stone,457279.0
301,Aayan A Khan,Aayan Afzal Khan,1241265.0
302,Y Ali Chowdhury,Yasir Ali,629059.0
303,M Shoriful Islam,Shoriful Islam,990039.0
304,A Jamal,Aamer Jamal,793441.0
305,CR Woakes,Chris Woakes,247235.0
306,M Haris,Mohammad Haris,1205559.0
307,Deepak Chahar,Deepak Chahar,447261.0
308,Mohammed Siraj,Mohammed Siraj,940973.0
309,Umesh Yadav,Umesh Yadav,376116.0
310,RA Reifer,Raymon Reifer,450101.0
311,J Charles,Johnson Charles,333066.0
312,Y Cariah,Yannic Cariah,431902.0
313,TG Southee,Tim Southee,232364.0
314,MS Chapman,Mark Chapman,438563.0
315,TA Boult,Trent Boult,277912.0
316,N Ellis,Nathan Ellis,826915.0
317,BA Stokes,Ben Stokes,311158.0
318,KW Richardson,Kane Richardson,272262.0
319,M Swepson,Mitchell Swepson,590326.0
320,S Sarkar,Soumya Sarkar,436677.0
321,M Saifuddin,Mohammad Saifuddin,629070.0
322,AF Milne,Adam Milne,450860.0
323,W Sundar,Washington Sundar,719715.0
324,LH Ferguson,Lockie Ferguson,493773.0
