,cricketer,cricinfo_id
365,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,784379
366,https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,519070
367,https://www.espncricinfo.com/cricketers/james-vince-296597,296597
368,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,1241265
369,https://www.espncricinfo.com/cricketers/ollie-pope-887207,887207
370,https://www.espncricinfo.com/cricketers/chundangapoyil-rizwan-474760,474760
371,https://www.espncricinfo.com/cricketers/chris-jordan-288992,288992
372,https://www.espncricinfo.com/cricketers/kieron-pollard-230559,230559
373,https://www.espncricinfo.com/cricketers/alex-hales-249866,249866
374,https://www.espncricinfo.com/cricketers/richard-gleeson-473191,473191
375,https://www.espncricinfo.com/cricketers/liam-dawson-211855,211855
376,https://www.espncricinfo.com/cricketers/david-wiese-221140,221140
377,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025,670025
378,https://www.espncricinfo.com/cricketers/rehan-ahmed-1263691,1263691
379,https://www.espncricinfo.com/cricketers/tom-helm-512907,512907
380,https://www.espncricinfo.com/cricketers/carlos-brathwaite-457249,457249
381,https://www.espncricinfo.com/cricketers/ashwanth-valthapa-1199669,1199669
382,https://www.espncricinfo.com/cricketers/sanchit-sharma-1199670,1199670
